Modo privado,Comuna de origen,Comuna de destino,Distancia,Ingreso per cápita
1,LAS CONDES,ÑUÑOA,5.51,576.06
0,ÑUÑOA,PUENTE ALTO,15.46,576.06
0,PUENTE ALTO,ÑUÑOA,15.46,576.06
1,ÑUÑOA,LAS CONDES,5.56,576.06
1,LAS CONDES,ÑUÑOA,5.56,576.06
1,ÑUÑOA,PEÑALOLEN,1.69,454.98
1,PEÑALOLEN,ÑUÑOA,1.69,454.98
0,ÑUÑOA,RECOLETA,11.19,98.07
0,RECOLETA,ÑUÑOA,11.19,98.07
1,ÑUÑOA,VITACURA,7.22,439.91
1,VITACURA,ÑUÑOA,7.22,439.91
1,ÑUÑOA,VITACURA,7.22,439.91
1,VITACURA,ÑUÑOA,7.22,439.91
1,ÑUÑOA,PROVIDENCIA,3.48,455.32
1,PROVIDENCIA,ÑUÑOA,3.48,455.32
1,ÑUÑOA,SANTIAGO,5.40,348.97
1,SANTIAGO,ÑUÑOA,5.40,348.97
0,ÑUÑOA,PROVIDENCIA,4.36,348.97
0,ÑUÑOA,PROVIDENCIA,4.90,792.48
0,PROVIDENCIA,ÑUÑOA,4.90,792.48
0,ÑUÑOA,LAS CONDES,6.70,1065.20
0,ÑUÑOA,MACUL,3.66,836.25
1,ÑUÑOA,LAS CONDES,7.68,294.69
1,LAS CONDES,ÑUÑOA,7.68,294.69
1,ÑUÑOA,MAIPU,14.58,592.06
1,MAIPU,ÑUÑOA,14.58,592.06
1,ÑUÑOA,SANTIAGO,4.88,592.06
1,SANTIAGO,ÑUÑOA,4.88,592.06
1,ÑUÑOA,PROVIDENCIA,3.21,321.94
1,PROVIDENCIA,ÑUÑOA,3.21,321.94
1,ÑUÑOA,SANTIAGO,1.88,1000.00
1,SANTIAGO,VITACURA,9.61,1000.00
1,VITACURA,SANTIAGO,9.61,1000.00
1,SANTIAGO,ÑUÑOA,1.88,1000.00
0,ÑUÑOA,PROVIDENCIA,5.03,666.67
0,PROVIDENCIA,ÑUÑOA,5.03,666.67
0,ÑUÑOA,SAN BERNARDO,16.68,96.20
0,SAN BERNARDO,ÑUÑOA,18.71,96.20
0,PROVIDENCIA,LAS CONDES,8.86,514.42
0,LAS CONDES,ÑUÑOA,7.44,514.42
0,ÑUÑOA,PROVIDENCIA,2.19,514.42
0,PROVIDENCIA,ÑUÑOA,2.19,514.42
0,ÑUÑOA,PROVIDENCIA,3.96,241.44
0,PROVIDENCIA,ÑUÑOA,3.96,241.44
0,ÑUÑOA,ÑUÑOA,0.00,241.44
1,ÑUÑOA,SAN RAMON,10.46,347.33
1,SAN RAMON,ÑUÑOA,10.72,347.33
1,ÑUÑOA,ÑUÑOA,3.71,125.97
1,ÑUÑOA,MACUL,3.17,603.94
1,,SANTIAGO,6308.74,603.94
1,SANTIAGO,ÑUÑOA,4.24,603.94
0,ÑUÑOA,ÑUÑOA,0.90,422.74
0,ÑUÑOA,ÑUÑOA,0.90,422.74
1,,ÑUÑOA,6307.50,422.74
0,ÑUÑOA,LAS CONDES,5.84,599.87
0,LAS CONDES,ÑUÑOA,5.84,599.87
0,ÑUÑOA,SANTIAGO,3.43,599.87
0,SANTIAGO,ÑUÑOA,3.43,599.87
1,ÑUÑOA,SANTIAGO,4.11,159.51
1,SANTIAGO,ÑUÑOA,4.11,159.51
0,ÑUÑOA,ÑUÑOA,1.58,159.51
0,ÑUÑOA,ÑUÑOA,1.58,159.51
1,ÑUÑOA,HUECHURABA,6.11,582.74
1,HUECHURABA,ÑUÑOA,6.11,582.74
1,ÑUÑOA,PROVIDENCIA,3.61,666.92
1,PROVIDENCIA,ÑUÑOA,3.61,666.92
1,ÑUÑOA,PROVIDENCIA,3.61,666.92
1,PROVIDENCIA,ÑUÑOA,3.61,666.92
1,ÑUÑOA,PEÑALOLEN,1.97,285.92
1,PEÑALOLEN,ÑUÑOA,1.97,285.92
0,ÑUÑOA,LA REINA,5.42,285.92
0,LA REINA,ÑUÑOA,5.42,285.92
1,ÑUÑOA,SANTIAGO,3.31,804.22
0,SANTIAGO,ÑUÑOA,3.31,804.22
1,SANTIAGO,SANTIAGO,0.93,804.22
1,SANTIAGO,ÑUÑOA,4.13,804.22
1,ÑUÑOA,PROVIDENCIA,3.45,804.22
0,ÑUÑOA,SANTIAGO,3.57,636.28
0,SANTIAGO,ÑUÑOA,3.57,636.28
0,ÑUÑOA,SANTIAGO,3.81,636.28
0,SANTIAGO,ÑUÑOA,3.81,636.28
1,ÑUÑOA,SANTIAGO,3.86,37.43
1,SANTIAGO,ÑUÑOA,3.86,37.43
0,SANTIAGO,PROVIDENCIA,4.13,1339.48
0,ÑUÑOA,LAS CONDES,4.90,482.69
1,LAS CONDES,VITACURA,3.87,482.69
0,VITACURA,ÑUÑOA,8.70,482.69
1,PROVIDENCIA,SANTIAGO,6.41,1585.71
1,ESTACION CENTRAL,SANTIAGO,0.06,1585.71
1,SANTIAGO,ÑUÑOA,6.22,1585.71
1,ÑUÑOA,PROVIDENCIA,2.67,1585.71
1,PROVIDENCIA,ÑUÑOA,2.67,1585.71
1,ÑUÑOA,SAN BERNARDO,12.97,1585.71
1,PROVIDENCIA,PROVIDENCIA,0.40,604.73
1,PROVIDENCIA,LA FLORIDA,11.11,604.73
1,LA FLORIDA,ÑUÑOA,6.89,604.73
1,ÑUÑOA,PROVIDENCIA,2.72,604.73
1,PROVIDENCIA,ÑUÑOA,2.72,604.73
0,ÑUÑOA,LAS CONDES,1.94,172.56
0,LAS CONDES,ÑUÑOA,1.94,172.56
0,ÑUÑOA,LAS CONDES,1.94,172.56
0,LAS CONDES,PROVIDENCIA,4.38,172.56
0,PROVIDENCIA,ÑUÑOA,3.68,172.56
0,ÑUÑOA,PROVIDENCIA,2.56,176.18
1,ÑUÑOA,INDEPENDENCIA,6.24,756.66
1,INDEPENDENCIA,VITACURA,5.02,756.66
1,VITACURA,ÑUÑOA,4.76,756.66
1,ÑUÑOA,LA REINA,2.18,756.66
1,LA REINA,ÑUÑOA,2.18,756.66
1,ÑUÑOA,QUILICURA,16.51,574.84
1,QUILICURA,LA FLORIDA,24.00,574.84
1,LA FLORIDA,ÑUÑOA,9.66,574.84
1,ÑUÑOA,PROVIDENCIA,3.36,574.84
1,PROVIDENCIA,RENCA,14.25,574.84
1,RENCA,LAS CONDES,17.19,574.84
1,LAS CONDES,ÑUÑOA,5.76,574.84
1,ÑUÑOA,SANTIAGO,5.43,681.43
1,SANTIAGO,ÑUÑOA,5.43,681.43
1,ÑUÑOA,SANTIAGO,7.44,681.43
1,SANTIAGO,ÑUÑOA,7.44,681.43
1,ÑUÑOA,LAS CONDES,6.10,681.43
1,LAS CONDES,ÑUÑOA,6.10,681.43
1,ÑUÑOA,PROVIDENCIA,3.83,681.43
1,PROVIDENCIA,ÑUÑOA,3.83,681.43
0,ÑUÑOA,ÑUÑOA,0.12,681.43
0,LA GRANJA,ÑUÑOA,11.88,385.87
0,ÑUÑOA,ÑUÑOA,0.07,385.87
1,PROVIDENCIA,ÑUÑOA,2.17,385.87
1,ÑUÑOA,ÑUÑOA,1.29,385.87
0,SANTIAGO,ÑUÑOA,3.83,385.87
1,ÑUÑOA,PROVIDENCIA,2.15,385.87
1,SANTIAGO,ÑUÑOA,4.59,972.59
1,SANTIAGO,ÑUÑOA,4.59,972.59
1,PEÑALOLEN,ÑUÑOA,2.42,972.59
1,ÑUÑOA,LA FLORIDA,6.21,562.19
1,LA FLORIDA,ÑUÑOA,6.21,562.19
1,,ÑUÑOA,6305.11,562.19
0,ÑUÑOA,SANTIAGO,5.67,219.26
0,SANTIAGO,ÑUÑOA,5.67,219.26
1,ÑUÑOA,SANTIAGO,3.79,353.58
0,ÑUÑOA,HUECHURABA,9.29,428.01
0,HUECHURABA,ÑUÑOA,9.29,428.01
0,ÑUÑOA,SANTIAGO,7.35,264.15
0,SANTIAGO,ÑUÑOA,7.35,264.15
0,ÑUÑOA,ÑUÑOA,1.50,264.15
0,ÑUÑOA,PROVIDENCIA,5.45,561.10
0,PROVIDENCIA,ÑUÑOA,5.45,561.10
1,ÑUÑOA,SANTIAGO,4.38,682.56
1,SANTIAGO,PROVIDENCIA,4.51,682.56
1,PROVIDENCIA,ÑUÑOA,3.02,682.56
1,PROVIDENCIA,PUDAHUEL,18.82,682.56
1,ÑUÑOA,SANTIAGO,5.28,682.56
1,SANTIAGO,SANTIAGO,1.10,682.56
1,PROVIDENCIA,PROVIDENCIA,2.92,682.56
1,PROVIDENCIA,ÑUÑOA,5.40,682.56
1,LAS CONDES,PROVIDENCIA,11.92,682.56
1,PROVIDENCIA,ÑUÑOA,3.45,682.56
0,ÑUÑOA,VITACURA,7.42,286.26
0,ÑUÑOA,ÑUÑOA,1.64,286.26
1,ÑUÑOA,LAS CONDES,5.44,512.27
1,LAS CONDES,SANTIAGO,7.86,512.27
0,SANTIAGO,LAS CONDES,7.86,512.27
0,LAS CONDES,PROVIDENCIA,2.93,512.27
0,PROVIDENCIA,LAS CONDES,2.92,512.27
1,LAS CONDES,ÑUÑOA,5.44,512.27
0,ÑUÑOA,LAS CONDES,7.31,347.83
0,LAS CONDES,ÑUÑOA,7.31,347.83
1,ÑUÑOA,SANTIAGO,3.03,347.83
1,,ÑUÑOA,6308.05,533.33
0,ÑUÑOA,SANTIAGO,5.75,755.16
1,SANTIAGO,SANTIAGO,1.90,755.16
1,SANTIAGO,PROVIDENCIA,1.76,755.16
0,SANTIAGO,ÑUÑOA,6.27,755.16
1,PUENTE ALTO,ÑUÑOA,15.06,548.10
0,ÑUÑOA,ESTACION CENTRAL,7.61,548.10
0,ESTACION CENTRAL,ÑUÑOA,7.61,548.10
0,SANTIAGO,ÑUÑOA,4.24,499.28
1,ÑUÑOA,RECOLETA,6.11,572.12
1,RECOLETA,ÑUÑOA,6.11,572.12
0,ÑUÑOA,PROVIDENCIA,3.74,232.50
0,ÑUÑOA,ÑUÑOA,3.66,169.36
0,ÑUÑOA,SANTIAGO,4.31,96.95
1,ÑUÑOA,HUECHURABA,6.93,1370.84
1,HUECHURABA,ÑUÑOA,6.93,1370.84
0,ÑUÑOA,SANTIAGO,3.75,622.34
0,SANTIAGO,ÑUÑOA,3.75,622.34
0,ÑUÑOA,SANTIAGO,4.21,622.34
0,ÑUÑOA,LA FLORIDA,7.83,768.00
0,LA FLORIDA,ÑUÑOA,7.83,768.00
0,ÑUÑOA,SANTIAGO,3.75,768.00
0,SANTIAGO,ÑUÑOA,3.75,768.00
0,ÑUÑOA,SANTIAGO,5.87,296.53
0,ÑUÑOA,SANTIAGO,3.39,410.47
0,SANTIAGO,ÑUÑOA,3.39,410.47
0,ÑUÑOA,MACUL,4.91,410.47
0,MACUL,ÑUÑOA,4.91,410.47
1,PROVIDENCIA,PROVIDENCIA,1.99,212.08
0,CONCHALI,ÑUÑOA,9.50,212.08
1,ÑUÑOA,PROVIDENCIA,6.03,783.77
0,ÑUÑOA,SANTIAGO,7.26,783.77
1,SANTIAGO,ÑUÑOA,7.26,783.77
1,ÑUÑOA,SAN JOAQUIN,4.36,430.61
1,ÑUÑOA,SANTIAGO,6.92,367.03
1,ÑUÑOA,ÑUÑOA,3.29,158.85
1,ÑUÑOA,ÑUÑOA,3.92,158.85
0,ÑUÑOA,PEÑALOLEN,3.92,255.85
0,PEÑALOLEN,ÑUÑOA,3.92,255.85
0,ÑUÑOA,LAS CONDES,4.65,488.91
0,LAS CONDES,ÑUÑOA,4.65,488.91
0,ÑUÑOA,PROVIDENCIA,4.74,222.16
0,PROVIDENCIA,ÑUÑOA,4.74,222.16
0,ÑUÑOA,PROVIDENCIA,4.74,222.16
0,PROVIDENCIA,ÑUÑOA,4.74,222.16
1,ÑUÑOA,CERRILLOS,11.74,689.56
1,CERRILLOS,ÑUÑOA,11.74,689.56
0,ÑUÑOA,VITACURA,7.22,255.20
0,VITACURA,ÑUÑOA,7.22,255.20
0,ÑUÑOA,ÑUÑOA,2.30,255.20
0,ÑUÑOA,ÑUÑOA,2.30,255.20
1,ÑUÑOA,VITACURA,5.67,776.39
1,ÑUÑOA,SANTIAGO,6.63,185.67
0,SANTIAGO,ÑUÑOA,6.56,185.67
1,ÑUÑOA,RECOLETA,4.31,492.41
1,ÑUÑOA,SANTIAGO,6.38,170.00
0,SANTIAGO,ÑUÑOA,6.38,170.00
1,ÑUÑOA,LA FLORIDA,6.69,410.05
1,LA FLORIDA,ÑUÑOA,6.69,410.05
0,ÑUÑOA,VITACURA,8.92,153.51
1,LAS CONDES,ÑUÑOA,5.98,153.51
0,ÑUÑOA,SANTIAGO,2.41,326.58
0,SANTIAGO,SANTIAGO,2.61,326.58
0,SANTIAGO,ÑUÑOA,2.41,326.58
0,ÑUÑOA,PROVIDENCIA,2.45,326.58
0,ÑUÑOA,PROVIDENCIA,4.20,700.00
0,PROVIDENCIA,ÑUÑOA,4.20,700.00
0,ÑUÑOA,ÑUÑOA,2.47,161.00
0,ÑUÑOA,ÑUÑOA,2.47,161.00
0,ÑUÑOA,QUINTA NORMAL,9.55,161.00
0,QUINTA NORMAL,ÑUÑOA,9.55,161.00
0,ÑUÑOA,SANTIAGO,4.36,459.87
0,SANTIAGO,ÑUÑOA,4.36,459.87
1,ÑUÑOA,PROVIDENCIA,4.49,459.87
1,PROVIDENCIA,ÑUÑOA,4.49,459.87
1,ÑUÑOA,PROVIDENCIA,4.75,675.04
1,PROVIDENCIA,ÑUÑOA,4.75,675.04
0,ÑUÑOA,PROVIDENCIA,4.52,675.04
0,PROVIDENCIA,ÑUÑOA,4.52,675.04
1,ÑUÑOA,SAN BERNARDO,15.87,270.26
1,SAN BERNARDO,ÑUÑOA,15.87,270.26
0,ÑUÑOA,ÑUÑOA,1.02,270.26
0,ÑUÑOA,ÑUÑOA,1.02,270.26
1,ÑUÑOA,PROVIDENCIA,4.53,287.27
1,PROVIDENCIA,ÑUÑOA,4.53,287.27
1,ÑUÑOA,LA REINA,3.16,393.91
1,LA REINA,ÑUÑOA,3.16,393.91
1,ÑUÑOA,PROVIDENCIA,2.82,393.91
1,PROVIDENCIA,ÑUÑOA,2.82,393.91
1,ÑUÑOA,PROVIDENCIA,3.41,368.18
0,ÑUÑOA,LAS CONDES,5.30,368.18
0,ÑUÑOA,SANTIAGO,4.00,74.34
1,ÑUÑOA,SANTIAGO,7.24,313.34
1,SANTIAGO,ÑUÑOA,7.24,313.34
1,ÑUÑOA,LAS CONDES,4.45,780.50
1,LAS CONDES,ÑUÑOA,4.45,780.50
1,PROVIDENCIA,LAS CONDES,1.86,780.50
1,ÑUÑOA,LAS CONDES,4.48,1205.31
1,LAS CONDES,ÑUÑOA,4.48,1205.31
0,ÑUÑOA,PEDRO AGUIRRE CERDA,10.34,384.57
0,ÑUÑOA,PUDAHUEL,13.19,453.33
0,PUDAHUEL,ÑUÑOA,13.21,453.33
0,ÑUÑOA,SAN JOAQUIN,3.79,454.70
0,SAN JOAQUIN,ÑUÑOA,3.79,454.70
0,ÑUÑOA,SANTIAGO,7.36,454.70
0,ÑUÑOA,LAS CONDES,5.87,454.70
0,ÑUÑOA,SANTIAGO,7.12,281.89
0,SANTIAGO,ÑUÑOA,7.12,281.89
0,ÑUÑOA,ÑUÑOA,3.46,281.89
0,ÑUÑOA,ÑUÑOA,3.46,281.89
0,ÑUÑOA,ÑUÑOA,2.53,364.65
0,ÑUÑOA,ÑUÑOA,2.53,364.65
0,ÑUÑOA,SANTIAGO,7.50,364.65
0,SANTIAGO,ÑUÑOA,7.50,364.65
1,PADRE HURTADO,MAIPU,9.42,104.95
1,MAIPU,PADRE HURTADO,9.55,104.95
0,PADRE HURTADO,ESTACION CENTRAL,18.41,75.90
0,ESTACION CENTRAL,PADRE HURTADO,18.41,75.90
0,PADRE HURTADO,MAIPU,8.37,289.59
0,MAIPU,PADRE HURTADO,8.37,289.59
1,PADRE HURTADO,CALERA DE TANGO,6.95,33.41
1,CALERA DE TANGO,PADRE HURTADO,6.95,33.41
1,PADRE HURTADO,PEÑALOLEN,27.39,130.49
1,PEÑALOLEN,PADRE HURTADO,27.39,130.49
1,PADRE HURTADO,MAIPU,10.62,91.94
1,MAIPU,PADRE HURTADO,10.62,91.94
0,PADRE HURTADO,RENCA,19.98,700.00
0,PADRE HURTADO,CERRILLOS,10.98,150.00
0,CERRILLOS,PADRE HURTADO,10.98,150.00
0,PADRE HURTADO,MAIPU,8.01,113.33
0,MAIPU,PADRE HURTADO,8.01,113.33
0,PADRE HURTADO,MAIPU,8.29,113.33
0,MAIPU,PADRE HURTADO,8.29,113.33
1,PADRE HURTADO,ÑUÑOA,20.09,217.39
1,ÑUÑOA,PADRE HURTADO,20.09,217.39
0,PADRE HURTADO,LO ESPEJO,8.85,217.39
0,LO ESPEJO,PADRE HURTADO,8.85,217.39
0,PADRE HURTADO,LAS CONDES,24.47,217.39
1,PADRE HURTADO,PADRE HURTADO,0.75,138.08
1,PADRE HURTADO,PADRE HURTADO,0.75,138.08
0,PADRE HURTADO,CERRILLOS,10.72,138.08
0,CERRILLOS,PADRE HURTADO,10.72,138.08
0,PADRE HURTADO,MAIPU,7.50,184.07
0,PADRE HURTADO,MAIPU,1.69,167.87
1,MAIPU,PADRE HURTADO,1.69,167.87
0,PADRE HURTADO,MAIPU,7.63,189.30
0,MAIPU,PADRE HURTADO,7.63,189.30
0,PADRE HURTADO,SANTIAGO,20.82,189.30
0,PADRE HURTADO,PROVIDENCIA,21.78,189.30
0,PADRE HURTADO,VITACURA,29.09,120.54
0,PADRE HURTADO,MAIPU,8.48,120.54
0,MAIPU,PADRE HURTADO,8.48,120.54
0,PADRE HURTADO,CERRILLOS,7.85,104.38
0,CERRILLOS,PADRE HURTADO,7.85,104.38
0,PADRE HURTADO,CERRILLOS,8.12,189.06
0,CERRILLOS,PADRE HURTADO,8.12,189.06
0,PADRE HURTADO,CERRILLOS,8.12,189.06
0,PADRE HURTADO,MAIPU,2.41,213.08
0,MAIPU,PADRE HURTADO,2.41,213.08
0,PADRE HURTADO,MAIPU,4.92,176.18
0,PADRE HURTADO,ÑUÑOA,23.82,128.78
0,ÑUÑOA,PADRE HURTADO,23.82,128.78
0,PADRE HURTADO,PADRE HURTADO,4.23,128.78
0,PADRE HURTADO,MAIPU,4.55,128.78
0,MAIPU,PADRE HURTADO,4.55,128.78
1,PADRE HURTADO,MAIPU,9.33,166.67
1,MAIPU,PADRE HURTADO,9.33,166.67
0,PADRE HURTADO,VITACURA,31.70,283.06
0,VITACURA,PADRE HURTADO,31.70,283.06
0,PADRE HURTADO,PROVIDENCIA,27.53,283.06
0,PADRE HURTADO,SANTIAGO,22.84,283.06
0,SANTIAGO,MACUL,7.51,283.06
0,PADRE HURTADO,SAN BERNARDO,9.70,147.72
0,SAN BERNARDO,PADRE HURTADO,9.70,147.72
0,MAIPU,PROVIDENCIA,18.98,183.16
0,PROVIDENCIA,MAIPU,18.98,183.16
0,MAIPU,PUDAHUEL,13.89,183.16
0,PUDAHUEL,MAIPU,13.89,183.16
0,MAIPU,PROVIDENCIA,19.70,259.78
0,PROVIDENCIA,MAIPU,19.70,259.78
0,MAIPU,PROVIDENCIA,18.85,259.78
0,PROVIDENCIA,MAIPU,18.85,259.78
0,MAIPU,ÑUÑOA,18.36,259.78
0,ÑUÑOA,MAIPU,18.36,259.78
0,MAIPU,PROVIDENCIA,19.30,259.78
0,PROVIDENCIA,MAIPU,19.30,259.78
0,MAIPU,MAIPU,4.15,374.76
0,MAIPU,MAIPU,4.15,374.76
0,MAIPU,SANTIAGO,14.84,374.76
0,SANTIAGO,MAIPU,14.84,374.76
0,PADRE HURTADO,PADRE HURTADO,1.48,80.86
0,PADRE HURTADO,PADRE HURTADO,1.48,80.86
0,PADRE HURTADO,MAIPU,8.63,80.86
0,MAIPU,PADRE HURTADO,8.63,80.86
0,MAIPU,PROVIDENCIA,17.93,113.33
0,PROVIDENCIA,MAIPU,17.93,113.33
0,PADRE HURTADO,TALAGANTE,11.66,129.75
0,PADRE HURTADO,COLINA,32.02,41.26
0,COLINA,PADRE HURTADO,32.02,41.26
0,PADRE HURTADO,ESTACION CENTRAL,14.78,184.49
0,PADRE HURTADO,MAIPU,7.89,184.49
0,MAIPU,PADRE HURTADO,8.01,184.49
0,PADRE HURTADO,SANTIAGO,19.66,137.02
0,SANTIAGO,PADRE HURTADO,19.66,137.02
0,PADRE HURTADO,SAN BERNARDO,12.02,40.00
0,SAN BERNARDO,PADRE HURTADO,12.02,40.00
0,PADRE HURTADO,SANTIAGO,20.14,231.11
0,PADRE HURTADO,MAIPU,6.27,231.11
0,MAIPU,PADRE HURTADO,6.27,231.11
0,PADRE HURTADO,ESTACION CENTRAL,17.67,74.97
0,ESTACION CENTRAL,PADRE HURTADO,17.67,74.97
1,PADRE HURTADO,CERRILLOS,12.18,464.57
1,CERRILLOS,PADRE HURTADO,12.18,464.57
1,PADRE HURTADO,CERRILLOS,12.18,464.57
1,CERRILLOS,PADRE HURTADO,12.18,464.57
1,PADRE HURTADO,PADRE HURTADO,0.67,166.67
1,PADRE HURTADO,PADRE HURTADO,0.67,166.67
0,PADRE HURTADO,PADRE HURTADO,2.06,92.64
0,PADRE HURTADO,PADRE HURTADO,2.06,92.64
0,PADRE HURTADO,MAIPU,9.76,171.43
0,MAIPU,PADRE HURTADO,9.76,171.43
1,PADRE HURTADO,PADRE HURTADO,4.13,171.43
1,PADRE HURTADO,PADRE HURTADO,4.13,171.43
0,PADRE HURTADO,MAIPU,9.76,171.43
0,MAIPU,PADRE HURTADO,9.76,171.43
0,PADRE HURTADO,PUDAHUEL,17.27,171.43
0,PUDAHUEL,PADRE HURTADO,17.27,171.43
0,MAIPU,CERRILLOS,5.46,161.43
0,CERRILLOS,MAIPU,5.46,161.43
1,PADRE HURTADO,MAIPU,11.02,228.74
1,MAIPU,PADRE HURTADO,11.02,228.74
0,PADRE HURTADO,ESTACION CENTRAL,16.26,149.81
0,ESTACION CENTRAL,PADRE HURTADO,16.26,149.81
1,PADRE HURTADO,CERRILLOS,7.58,149.81
1,CERRILLOS,PADRE HURTADO,7.58,149.81
0,PADRE HURTADO,SANTIAGO,19.14,340.48
0,SANTIAGO,PADRE HURTADO,19.14,340.48
0,PADRE HURTADO,SANTIAGO,18.66,340.48
0,SANTIAGO,PADRE HURTADO,18.66,340.48
0,PADRE HURTADO,MAIPU,5.92,199.21
0,MAIPU,PADRE HURTADO,5.92,199.21
0,PADRE HURTADO,PEÑAFLOR,9.33,185.90
0,PEÑAFLOR,PADRE HURTADO,9.33,185.90
0,PADRE HURTADO,SANTIAGO,18.75,185.90
0,SANTIAGO,PADRE HURTADO,18.75,185.90
0,PADRE HURTADO,PROVIDENCIA,27.12,178.54
0,PROVIDENCIA,PADRE HURTADO,27.12,178.54
0,PADRE HURTADO,MAIPU,3.92,178.54
0,MAIPU,PADRE HURTADO,3.92,178.54
0,PADRE HURTADO,MAIPU,8.16,178.54
0,MAIPU,PADRE HURTADO,8.16,178.54
0,CERRO NAVIA,PADRE HURTADO,16.92,91.67
0,PADRE HURTADO,RECOLETA,22.31,190.14
0,RECOLETA,PADRE HURTADO,22.31,190.14
0,PADRE HURTADO,RENCA,20.96,190.14
0,RENCA,PADRE HURTADO,20.96,190.14
0,PADRE HURTADO,RECOLETA,21.61,79.14
0,PADRE HURTADO,SANTIAGO,19.59,185.34
0,SANTIAGO,PADRE HURTADO,19.59,185.34
0,PADRE HURTADO,PEÑAFLOR,10.06,87.17
0,PEÑAFLOR,PADRE HURTADO,10.06,87.17
0,PADRE HURTADO,MAIPU,0.96,125.02
0,MAIPU,PADRE HURTADO,0.96,125.02
0,PADRE HURTADO,SANTIAGO,19.83,125.02
0,SANTIAGO,PADRE HURTADO,19.83,125.02
1,PADRE HURTADO,SAN BERNARDO,14.87,109.91
1,SAN BERNARDO,PADRE HURTADO,14.87,109.91
1,PADRE HURTADO,MAIPU,6.20,142.30
1,MAIPU,PADRE HURTADO,6.20,142.30
0,PADRE HURTADO,SANTIAGO,18.45,142.30
0,PADRE HURTADO,MAIPU,8.78,122.93
0,PADRE HURTADO,ESTACION CENTRAL,18.19,89.32
0,ESTACION CENTRAL,PADRE HURTADO,18.19,89.32
0,PADRE HURTADO,HUECHURABA,27.06,316.30
0,HUECHURABA,PADRE HURTADO,27.07,316.30
0,PADRE HURTADO,MAIPU,5.37,316.30
0,MAIPU,PADRE HURTADO,5.38,316.30
0,PADRE HURTADO,MAIPU,10.64,57.64
0,MAIPU,PADRE HURTADO,10.64,57.64
0,PADRE HURTADO,MAIPU,9.41,184.65
0,MAIPU,PADRE HURTADO,9.41,184.65
0,PADRE HURTADO,SANTIAGO,20.07,112.50
0,SANTIAGO,PADRE HURTADO,20.07,112.50
0,PADRE HURTADO,SANTIAGO,21.95,112.50
0,PADRE HURTADO,PADRE HURTADO,3.35,155.93
0,PADRE HURTADO,PADRE HURTADO,3.35,155.93
0,PADRE HURTADO,MAIPU,9.61,92.12
1,MAIPU,PADRE HURTADO,9.61,92.12
0,PEDRO AGUIRRE CERDA,ESTACION CENTRAL,3.13,100.00
0,ESTACION CENTRAL,PEDRO AGUIRRE CERDA,3.13,100.00
0,PEDRO AGUIRRE CERDA,LAS CONDES,14.62,93.33
0,LAS CONDES,PEDRO AGUIRRE CERDA,14.62,93.33
0,,PEDRO AGUIRRE CERDA,6301.54,182.00
1,PEDRO AGUIRRE CERDA,SAN MIGUEL,1.99,258.29
1,SAN MIGUEL,PEDRO AGUIRRE CERDA,1.99,258.29
1,PEDRO AGUIRRE CERDA,SAN MIGUEL,1.99,258.29
0,SAN MIGUEL,PEDRO AGUIRRE CERDA,1.99,258.29
0,PEDRO AGUIRRE CERDA,SAN MIGUEL,3.99,116.67
0,SAN MIGUEL,PEDRO AGUIRRE CERDA,3.99,116.67
0,PEDRO AGUIRRE CERDA,SANTIAGO,6.17,222.67
0,SANTIAGO,PEDRO AGUIRRE CERDA,6.17,222.67
0,PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA,1.56,362.50
0,PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA,1.56,362.50
0,PEDRO AGUIRRE CERDA,MAIPU,9.57,362.50
0,MAIPU,PEDRO AGUIRRE CERDA,9.57,362.50
0,PEDRO AGUIRRE CERDA,RENCA,11.35,362.50
0,RENCA,PEDRO AGUIRRE CERDA,11.35,362.50
1,PEDRO AGUIRRE CERDA,QUILICURA,14.76,83.33
1,QUILICURA,PEDRO AGUIRRE CERDA,14.76,83.33
0,PEDRO AGUIRRE CERDA,SANTIAGO,5.00,83.33
0,SANTIAGO,PEDRO AGUIRRE CERDA,5.00,83.33
0,PEDRO AGUIRRE CERDA,RENCA,9.66,93.33
0,PEDRO AGUIRRE CERDA,VITACURA,12.74,66.33
0,VITACURA,PEDRO AGUIRRE CERDA,12.74,66.33
1,PEDRO AGUIRRE CERDA,PUDAHUEL,11.33,100.00
1,PEDRO AGUIRRE CERDA,SAN MIGUEL,2.98,204.00
1,SAN MIGUEL,PEDRO AGUIRRE CERDA,2.98,204.00
1,PEDRO AGUIRRE CERDA,SAN MIGUEL,3.00,204.00
1,SAN MIGUEL,PEDRO AGUIRRE CERDA,3.00,204.00
0,PEDRO AGUIRRE CERDA,PROVIDENCIA,9.40,38.40
0,PROVIDENCIA,PEDRO AGUIRRE CERDA,9.40,38.40
0,PEDRO AGUIRRE CERDA,LA REINA,9.96,164.22
0,LA REINA,PEDRO AGUIRRE CERDA,9.96,164.22
0,PEDRO AGUIRRE CERDA,SANTIAGO,6.34,333.33
0,SANTIAGO,PEDRO AGUIRRE CERDA,6.34,333.33
1,PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA,0.00,150.00
0,PEDRO AGUIRRE CERDA,PUDAHUEL,10.82,96.50
